long_name,overall,age,height_cm,weight_kg,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
john fleck,70,25,169,72,3,72,64,70,70,61,75,71,59,44,70,67,67,70,69,70,70,75,69,79,64,82,73,78,80,71,66,78,66,60,71,70,75,56,66,66,7,8,7,13,6,0
mattias johansson,70,25,174,66,3,85,47,55,74,65,65,58,45,54,64,23,74,59,22,58,72,84,86,83,68,78,68,72,86,54,29,65,67,68,43,46,65,63,67,67,7,10,10,16,16,0
simone colombi,70,26,188,83,1,0,0,0,0,0,0,14,15,18,36,12,10,16,14,35,23,45,35,61,63,36,23,79,43,43,12,26,20,14,34,23,45,11,11,14,71,69,53,68,76,40
liam cooper,70,25,187,76,2,54,35,53,57,69,72,45,26,68,65,33,53,31,26,62,61,57,52,57,61,69,52,81,70,77,38,62,70,39,45,34,61,68,70,70,10,12,10,9,15,0
harrison afful,70,31,168,58,2,81,56,65,67,66,68,69,47,60,64,47,67,70,54,65,65,79,82,69,63,79,73,75,73,64,60,69,69,67,66,53,64,64,67,68,8,13,10,8,11,0
bartosz salamon,70,26,196,89,2,50,46,58,60,69,73,38,35,67,66,24,57,45,59,71,68,41,57,57,66,32,71,82,68,78,54,63,68,30,55,41,66,71,70,67,14,9,9,13,12,0
abdoul sissoko,70,27,183,75,2,68,61,66,63,65,76,69,61,61,69,58,54,54,47,67,73,67,69,71,72,62,72,68,83,74,52,74,70,66,64,52,68,58,69,65,14,10,10,7,8,0
matthias morys,70,30,184,78,3,92,62,62,69,25,67,64,65,55,66,57,71,64,62,44,65,91,92,77,63,69,65,65,71,67,54,64,24,67,64,55,75,18,23,25,6,9,16,11,7,0
jonathan doin,70,28,185,84,2,57,47,58,57,69,77,62,35,67,61,42,57,48,49,64,55,60,54,61,60,62,65,76,70,82,56,72,66,54,50,50,55,68,72,71,8,10,7,10,16,0
nikola vujadinovic,70,30,191,84,2,49,30,52,46,70,74,53,23,79,58,14,39,33,52,52,60,50,48,34,56,38,34,63,69,79,35,68,67,41,43,65,69,71,70,67,14,13,13,13,12,0
craig noone,70,29,177,69,4,81,62,63,75,39,59,70,62,52,60,49,75,66,62,63,73,85,78,84,62,80,58,63,64,60,69,48,52,65,61,55,46,32,35,28,9,11,6,16,13,0
lorenzo del prete,70,31,180,81,2,85,51,55,57,65,76,68,48,59,63,59,53,58,58,45,58,82,87,63,70,72,58,84,82,75,52,71,64,47,33,50,67,63,67,69,6,7,7,13,10,0
vaclav kadlec,70,25,181,76,4,86,67,59,74,36,62,53,68,62,58,65,75,63,61,55,70,88,84,82,68,74,69,78,64,56,66,68,48,72,70,60,77,26,34,25,11,11,6,7,6,0
marcelo aparecido toscano,70,32,184,83,3,68,68,66,65,54,72,64,68,77,66,64,64,67,67,60,66,69,67,66,67,64,73,64,70,77,63,65,56,71,73,73,54,53,47,50,16,10,15,14,12,0
zargo toure,70,27,183,73,2,72,24,46,46,68,79,30,14,77,54,13,32,25,42,58,59,68,75,59,66,60,44,91,79,80,19,73,66,44,44,39,61,68,70,60,15,8,8,10,6,0
antonio ramirez martinez,70,30,191,86,1,0,0,0,0,0,0,12,15,14,22,13,15,19,19,15,18,35,22,39,68,55,14,68,45,79,15,34,17,12,35,14,38,13,14,14,69,72,63,69,70,28
fredrik semb berge,70,27,189,82,2,59,44,51,38,69,80,29,26,66,61,37,24,34,65,61,55,50,66,32,64,58,81,71,75,88,52,70,68,35,48,32,64,68,71,66,12,8,9,10,10,0
karim laribi,70,26,176,67,3,79,61,65,72,27,47,60,55,52,69,50,71,56,68,63,71,79,79,81,67,82,70,69,70,35,64,43,20,65,68,66,78,20,32,26,7,12,14,10,14,0
mateusz cetnarski,70,28,175,71,3,75,64,70,69,46,64,70,65,53,71,59,66,67,63,69,71,80,71,76,63,78,66,81,64,67,59,53,59,65,71,64,64,45,38,40,10,13,13,8,14,0
pedro antonio sanchez monino,70,30,175,74,3,81,68,64,72,29,65,67,63,32,63,59,72,74,69,59,71,79,82,83,59,74,78,76,77,65,74,45,33,65,64,58,67,25,34,12,10,13,15,8,8,0
jose maria angresola jimenez,70,28,178,72,2,73,44,64,62,66,79,70,34,57,65,28,59,60,58,66,62,74,73,72,66,65,58,72,92,73,56,79,67,58,55,38,65,68,67,66,10,13,6,12,7,0
graham zusi,70,30,178,72,3,66,69,75,70,64,70,77,60,58,75,65,71,82,70,76,70,67,65,64,68,79,83,64,91,62,75,65,64,72,71,72,73,64,65,64,14,9,15,13,12,0
pedro quinonez,70,31,171,69,2,72,69,71,66,65,53,71,61,66,75,68,60,56,74,73,70,73,72,68,78,80,83,61,72,35,78,71,72,52,67,68,69,60,67,59,14,7,15,16,13,0
franco zuculini,70,26,176,68,3,68,57,68,70,64,66,62,52,57,74,51,68,57,60,70,73,67,69,72,68,76,70,76,72,62,58,68,68,60,68,48,72,60,68,64,15,6,7,12,7,0
ulises davila,70,26,172,70,3,76,69,66,76,33,58,66,67,68,66,66,75,73,72,57,75,77,75,83,66,78,70,65,68,58,74,43,36,60,67,70,62,26,28,28,6,10,7,10,12,0
stefan strandberg,70,26,189,80,2,67,43,52,58,69,74,36,36,62,62,34,52,32,54,67,66,65,69,58,64,58,68,75,63,81,35,68,73,40,46,51,70,67,71,65,7,12,9,14,13,0
jasmin buric,70,30,193,80,1,0,0,0,0,0,0,11,13,14,23,15,11,13,18,24,22,30,30,48,73,46,12,72,32,59,13,26,21,15,43,15,36,15,12,13,70,65,61,69,71,30
yazalde gomes pinto,70,28,183,86,3,66,68,64,69,30,75,64,66,65,65,65,70,69,54,59,68,67,65,68,70,66,78,70,68,83,63,65,35,67,67,63,79,22,26,25,10,8,15,11,6,0
kamil wilczek,70,29,185,82,3,63,67,61,68,36,75,62,68,71,64,63,67,59,43,59,69,63,63,68,68,70,66,72,74,78,63,70,56,75,60,67,67,21,31,25,13,9,7,7,13,0
deni alar,70,27,185,78,3,74,69,60,69,32,68,56,70,60,59,63,66,65,63,58,72,76,72,70,72,67,71,81,74,69,67,57,32,74,67,64,57,30,28,23,12,12,16,9,12,0
morgan gould,70,34,185,82,2,55,32,41,44,70,71,36,39,69,40,16,37,32,36,62,49,51,58,49,60,50,17,72,40,80,34,89,61,33,37,41,43,74,74,64,11,10,16,16,15,0
marcel gaus,70,27,183,80,3,84,62,63,65,61,79,67,62,59,66,51,64,57,46,59,66,83,85,69,67,68,68,71,90,75,61,75,62,63,60,57,64,54,65,68,6,6,16,10,12,0
nasser al shamrani,70,33,172,70,3,76,74,55,59,33,80,55,78,69,58,70,58,61,46,54,50,77,76,78,70,68,68,90,92,74,69,77,43,74,52,79,74,25,23,30,15,13,14,15,7,0
hassan muath fallatah,70,31,178,66,2,91,64,65,68,64,78,68,56,57,68,60,70,60,67,65,65,90,92,78,68,53,82,68,72,80,63,82,64,67,58,71,65,63,66,65,11,16,13,12,10,0
elierce barbosa de souza,70,29,183,75,2,67,64,69,69,64,72,67,56,56,70,64,69,69,76,68,71,68,67,69,75,59,76,60,77,70,70,75,66,65,69,71,60,65,65,65,8,7,15,13,14,0
luis rodriguez,70,26,175,73,3,85,60,67,71,63,65,68,56,56,69,57,70,59,60,64,71,86,85,78,66,72,68,63,83,67,67,40,67,61,66,40,68,64,64,60,10,7,10,6,8,0
marco dalessandro,70,26,173,65,3,89,61,62,74,24,53,65,58,44,66,63,71,57,50,55,73,88,90,89,60,86,68,43,79,46,63,38,21,61,60,58,74,22,22,23,14,11,11,6,9,0
adrian stoian,70,26,178,66,4,74,65,66,76,31,50,69,59,60,67,67,75,77,73,61,76,69,78,83,65,85,70,74,69,34,71,60,22,67,58,65,73,28,30,32,10,11,7,11,6,0
paulo jose de oliveira,70,31,174,75,3,75,71,61,73,17,67,60,71,41,62,71,71,71,70,50,72,79,71,79,72,89,71,71,59,66,73,76,18,77,65,65,76,14,12,17,3,3,3,3,3,0
rene krhin,70,27,189,79,2,40,54,65,61,68,69,59,49,59,72,47,59,60,49,68,70,43,37,45,70,45,63,53,60,74,55,71,72,53,64,58,71,61,77,59,10,10,10,15,5,0
luke garbutt,70,24,178,73,2,70,52,69,67,66,68,75,45,59,70,44,66,76,74,63,69,71,70,70,66,69,58,71,74,66,63,67,64,64,63,43,63,68,67,69,14,9,6,15,10,0
gary gardner,70,25,186,82,3,53,69,71,65,62,71,70,60,75,72,76,62,73,75,72,74,52,53,60,65,53,83,62,76,69,75,70,60,63,66,74,76,55,67,61,11,12,12,9,15,0
ignacio canuto,70,31,182,76,2,55,46,50,60,68,74,42,38,72,57,37,55,49,45,47,62,54,56,69,64,72,65,74,62,81,50,69,66,23,48,51,60,70,67,69,15,10,12,13,13,0
romaine sawyers,70,25,185,67,4,69,63,67,72,37,61,54,60,53,72,62,69,67,51,68,74,70,69,82,60,80,68,46,66,70,64,37,33,64,74,57,75,26,45,34,12,11,6,15,6,0
timo perthel,70,28,185,83,2,80,60,66,67,66,78,74,48,53,66,60,67,70,70,59,65,84,77,78,62,69,78,77,84,76,70,77,63,66,60,51,67,67,70,68,11,8,6,12,7,0
dany nounkeu,70,31,184,80,2,78,32,52,62,68,77,51,24,73,59,27,59,54,24,60,65,77,79,67,62,54,48,81,73,79,37,75,67,31,43,34,48,64,72,63,7,11,10,9,12,0
gia grigalava,70,27,190,85,2,63,35,56,51,69,78,62,29,71,57,39,48,57,62,50,61,67,59,34,71,43,44,39,68,89,35,72,67,45,50,45,64,70,69,68,8,8,9,14,7,0
kassim abdallah,70,30,186,80,2,68,27,51,54,67,78,53,21,67,61,16,52,29,31,54,55,69,67,56,70,56,44,72,71,82,22,76,68,42,41,29,64,65,71,62,13,12,12,13,10,0
erbin trejo,70,27,171,69,3,79,64,68,73,61,61,61,61,54,73,55,73,50,58,71,74,77,80,70,62,77,70,49,71,61,70,52,60,56,69,50,64,66,61,59,8,15,13,14,12,0
luis miguel rodriguez,70,32,168,71,3,70,71,70,74,22,61,66,68,62,71,66,75,70,73,69,74,70,70,72,65,75,76,73,56,57,72,72,15,70,71,71,65,18,16,22,7,7,14,10,13,0
riad nouri,70,32,178,73,3,79,68,64,73,31,63,62,72,56,69,61,72,50,47,65,70,82,77,85,64,82,66,73,67,65,66,48,32,64,63,56,62,28,26,27,9,8,11,13,13,0
charlison benschop,70,27,191,91,2,60,71,62,64,37,77,58,69,65,63,59,66,60,68,58,67,52,66,53,65,56,83,34,62,90,66,74,29,68,66,74,68,28,44,26,15,16,7,9,11,0
anthony goncalves,70,31,178,79,2,59,44,69,66,63,84,62,30,36,75,30,61,57,66,71,69,53,64,72,71,71,59,82,93,79,56,88,67,65,67,61,75,65,67,65,9,12,15,11,6,0
chris mavinga,70,26,185,78,3,81,39,63,67,67,75,69,36,68,69,30,67,42,22,65,71,77,85,62,66,55,56,73,76,75,32,74,66,42,59,33,60,65,68,68,9,15,7,12,14,0
ashley richards,70,26,175,75,3,71,44,62,66,69,71,68,35,60,69,36,65,53,42,66,66,72,70,72,64,62,56,65,74,76,50,56,63,57,50,50,60,71,72,71,11,6,6,8,9,0
karl darlow,70,26,185,79,1,0,0,0,0,0,0,12,14,12,32,15,12,19,16,28,27,59,52,63,65,64,13,67,44,58,11,13,25,18,36,19,24,15,11,12,70,69,64,66,73,55
javier lara grande,70,31,179,73,2,60,68,77,70,35,45,81,63,42,74,57,70,82,83,80,74,65,56,67,61,69,72,42,40,50,78,37,40,66,73,70,63,31,34,28,12,9,14,11,8,0
florin berenguer,70,28,182,70,3,83,64,67,70,37,67,65,65,52,69,57,70,64,57,66,69,82,84,72,63,74,66,68,80,63,65,62,48,51,70,56,62,35,31,26,16,9,14,6,10,0
jorge garcia morcillo,70,31,184,81,2,50,46,60,55,70,78,63,34,78,62,17,54,60,65,66,60,45,54,51,58,49,73,55,79,78,50,81,67,34,47,64,66,68,71,66,14,13,10,12,11,0
anton fink,70,29,174,74,3,73,70,60,70,23,59,54,74,60,68,74,67,63,51,43,69,76,71,82,70,84,65,75,70,58,63,43,21,73,68,77,73,20,18,13,12,13,14,11,10,0
kelvin leerdam,70,27,178,70,2,76,57,65,67,67,73,64,56,73,69,53,64,59,52,65,70,76,76,72,67,74,65,85,81,69,54,70,57,68,65,43,68,68,70,67,13,9,7,8,12,0
adam matthews,70,25,178,71,2,77,53,69,69,68,69,71,43,58,70,43,68,73,52,67,69,79,76,76,70,73,69,73,69,70,62,66,66,63,69,50,70,70,70,67,6,15,12,6,14,0
borja viguera manzanares,70,30,184,77,3,68,71,57,70,25,63,46,70,74,56,59,71,70,69,61,75,69,68,61,59,67,76,73,55,70,70,54,25,65,58,81,61,13,24,14,8,6,11,15,8,0
pavel yakovlev,70,26,180,72,2,72,69,65,72,44,66,68,65,63,64,66,71,64,59,67,73,73,71,72,63,75,73,70,73,63,73,62,26,71,62,66,68,46,47,49,13,6,6,15,11,0
jack hunt,70,26,175,71,3,85,50,59,70,67,67,64,47,62,63,32,71,61,29,59,67,86,84,72,66,68,59,82,74,64,50,60,65,65,54,48,67,66,70,69,15,15,6,14,8,0
kevin long,70,26,187,82,2,63,35,43,52,70,76,38,29,72,51,26,49,38,32,50,52,66,61,61,66,57,56,80,72,78,27,74,69,48,34,32,65,69,71,70,8,14,7,8,7,0
angel trujillo canorea,70,29,179,79,2,58,37,48,48,70,74,34,27,65,58,32,38,38,40,51,57,57,59,62,64,58,55,83,65,75,42,79,67,37,45,34,65,71,72,69,8,12,12,9,7,0
javier ros anon,70,27,174,69,3,72,61,69,66,62,72,57,53,41,72,52,59,71,67,71,68,73,71,82,68,85,71,68,81,67,70,73,64,67,73,58,65,63,66,67,16,16,10,6,8,0
jonathan tinhan,70,28,177,71,3,90,67,61,68,43,63,65,74,65,63,53,66,49,54,59,64,88,91,84,66,83,67,65,65,68,54,49,50,72,58,64,60,39,37,33,6,11,16,8,10,0
tomoaki makino,70,30,182,77,2,67,34,62,65,68,76,59,19,70,68,25,64,27,69,62,66,72,63,69,65,60,72,76,74,79,25,73,68,56,59,38,58,68,65,71,13,7,16,9,12,0
jakob ahlmann,70,26,179,70,2,73,48,67,67,67,66,73,40,56,68,57,67,57,62,65,68,70,75,69,64,66,59,58,81,65,51,54,66,60,62,42,63,64,72,69,14,14,8,13,8,0
niccolo giannetti,70,26,181,73,3,82,65,59,70,22,63,56,70,72,64,64,69,65,50,52,70,79,84,82,60,66,60,85,66,68,60,43,20,72,60,62,66,14,17,16,14,10,14,6,12,0
antonio filipe norinho de carvalho,70,32,186,79,1,0,0,0,0,0,0,13,11,15,15,14,11,14,14,16,13,36,31,42,60,31,20,68,33,59,14,29,18,11,68,12,35,11,13,11,70,70,62,68,72,33
louis moult,70,25,184,85,2,76,67,49,63,36,74,30,71,74,63,72,61,30,66,38,66,75,77,67,57,64,68,81,67,79,52,66,24,72,50,70,64,35,36,28,7,14,10,16,13,0
yaroslav godzyur,70,32,194,90,1,0,0,0,0,0,0,15,13,14,22,11,11,19,13,21,15,45,38,44,64,28,15,59,33,76,14,23,16,14,41,24,43,11,11,15,69,71,63,71,67,41
david davis,70,26,177,82,2,77,66,66,70,68,83,67,66,63,69,54,69,59,53,67,70,76,78,70,69,77,74,74,84,82,69,86,73,62,65,47,63,66,68,71,8,7,7,10,8,0
joao rojas,70,28,173,64,4,92,58,63,75,28,68,70,53,61,64,56,78,66,57,55,67,93,91,90,64,76,66,66,70,67,56,70,45,67,62,66,60,18,18,17,7,12,15,10,12,0
sam winnall,70,26,175,71,2,78,69,48,67,24,63,42,71,73,57,63,64,60,35,30,67,78,78,79,66,83,70,85,83,64,66,31,20,73,53,64,71,15,21,14,13,10,10,7,12,0
zeljko brkic,70,30,194,88,1,0,0,0,0,0,0,12,13,11,33,10,17,12,12,31,23,40,40,40,60,34,18,70,36,68,10,14,14,11,36,16,37,13,16,18,71,68,57,71,75,40
lukas schmitz,70,28,183,78,2,69,59,64,62,67,77,68,42,59,66,67,61,73,68,64,65,65,72,61,68,59,85,64,80,75,70,80,65,55,52,56,70,65,71,71,13,11,8,16,7,0
marco davide faraoni,70,25,180,71,3,72,58,69,70,65,73,73,43,65,70,69,71,69,68,67,70,74,71,65,70,74,76,69,77,69,69,77,63,64,64,66,71,63,66,71,11,8,13,12,15,0
lucien owona,70,26,189,89,2,69,47,53,41,71,70,57,45,71,65,39,22,47,40,61,59,70,69,66,61,50,55,75,69,71,52,66,67,20,29,45,59,74,71,67,8,9,13,15,15,0
marlon pack,70,26,188,74,2,61,58,70,65,65,76,68,52,65,73,54,63,57,68,70,69,57,65,64,63,60,73,68,89,75,57,66,70,60,71,64,72,63,64,61,10,8,11,15,9,0
abdoulaye diallo,70,25,191,82,1,0,0,0,0,0,0,12,11,13,34,14,15,15,14,25,17,42,40,57,73,52,19,66,31,75,12,18,24,11,24,20,23,19,20,12,70,65,65,72,68,41
angel martinez ortega,70,26,183,78,2,74,50,59,57,67,77,74,43,51,56,44,49,48,57,54,61,75,73,72,68,70,63,75,85,75,52,70,63,47,56,61,61,66,75,68,14,7,16,12,14,0
benjamin leroy,70,28,184,74,1,0,0,0,0,0,0,12,13,12,23,10,14,11,19,14,18,34,34,33,70,40,24,55,22,40,11,25,11,9,14,22,16,13,12,17,71,67,61,69,69,34
ali ahamada,70,25,189,83,1,0,0,0,0,0,0,17,12,30,30,13,13,16,12,34,22,43,38,42,72,34,19,67,38,75,13,33,26,13,24,21,55,15,19,10,78,62,58,64,75,40
gabriel moises antunes da silva,70,26,179,75,2,76,59,70,68,63,66,73,54,49,75,59,63,73,58,72,71,75,77,78,68,73,72,70,74,59,59,70,69,63,59,57,65,58,68,66,15,6,10,5,7,0
andrea seculin,70,26,190,80,1,0,0,0,0,0,0,13,12,12,29,11,12,12,12,25,21,30,30,43,64,37,21,41,29,48,12,33,10,11,43,23,58,13,10,12,73,67,57,63,79,30
diego fabbrini,70,26,182,71,4,74,62,67,75,28,54,66,61,60,71,66,76,76,58,61,75,76,72,89,65,47,64,60,74,51,64,34,31,60,65,59,70,19,27,22,7,6,13,14,13,0
ivan paurevic,70,26,194,87,2,50,56,61,57,69,75,46,49,70,75,45,60,37,36,72,59,49,50,49,64,30,74,45,67,83,60,71,71,43,55,46,67,66,72,63,7,13,14,16,16,0
osvaldo gonzalez,70,32,183,80,2,57,49,62,57,69,75,66,32,69,66,43,55,48,42,63,61,61,53,58,61,49,74,75,69,76,70,78,68,25,58,52,70,70,68,70,13,14,8,12,13,0
michael pereira,70,29,180,74,3,91,61,60,73,48,75,67,55,49,59,51,72,50,48,57,70,91,91,90,67,70,82,92,81,76,57,63,54,65,63,51,64,39,52,46,7,8,12,6,10,0
yann erik de lanlay,70,25,180,72,4,86,64,65,73,44,62,66,61,42,66,56,69,64,61,59,72,87,86,91,67,81,75,77,78,60,65,45,49,68,66,50,74,31,52,50,16,7,13,7,12,0
alessandro bernardini,70,30,191,73,2,64,35,45,43,70,72,36,21,70,53,41,35,37,38,40,52,58,68,47,68,42,58,78,74,72,49,69,70,24,47,24,70,67,74,67,13,15,6,8,5,0
gheorghe grozav,70,26,179,71,3,78,68,65,71,33,68,57,69,67,70,66,72,65,62,59,73,79,77,68,66,54,70,70,73,71,64,52,43,67,68,61,62,24,27,25,10,11,10,14,8,0
rodrigo rojas,70,29,179,73,3,67,66,69,70,61,77,66,61,60,71,68,68,63,64,69,73,70,65,74,69,72,71,73,80,77,69,73,55,68,69,66,67,60,67,60,14,10,12,16,10,0
tim ream,70,29,185,73,2,65,43,67,67,69,72,61,40,68,72,51,67,65,52,70,68,66,65,63,63,72,48,77,79,72,40,61,65,40,64,49,77,68,72,73,15,14,15,8,10,0
matej vydra,70,25,180,71,3,82,69,63,70,29,62,63,70,59,66,69,68,63,58,56,72,83,82,75,66,70,67,81,69,60,67,53,31,76,62,77,67,16,28,34,10,11,12,13,15,0
carlos ruiz aranega,70,33,183,80,2,64,55,58,57,68,76,45,50,71,70,49,50,48,47,65,63,62,65,63,67,73,67,80,76,76,57,74,72,50,52,53,66,64,71,61,15,7,13,7,7,0
jonathan mejia ruiz,70,28,183,80,2,71,70,55,61,30,69,39,72,70,64,76,59,48,49,43,63,69,72,69,64,57,72,85,60,78,64,54,35,69,66,68,59,21,27,18,10,7,16,13,11,0
greg garza,70,25,173,68,3,69,53,65,68,69,73,67,49,64,65,47,68,61,56,63,67,67,70,65,70,77,61,74,78,68,53,79,69,62,66,54,67,70,69,69,6,9,9,9,14,0
dominick drexler,70,27,182,71,3,79,60,66,72,26,55,62,61,49,71,59,71,66,52,57,70,77,80,81,67,75,61,63,71,49,56,46,19,63,70,62,66,23,28,22,7,9,7,6,14,0
rodrigo rios lozano,70,27,175,74,3,79,68,54,72,21,69,56,67,58,54,77,65,59,49,46,77,81,78,90,66,77,80,88,60,70,57,74,26,71,60,60,58,16,15,11,9,15,6,8,9,0
jorge zarate,70,25,168,62,2,86,61,64,73,38,52,60,60,41,68,50,75,55,52,60,68,84,88,79,60,84,65,73,80,47,59,24,40,65,67,59,66,33,38,45,13,12,6,9,13,0
kevin berigaud,70,29,176,72,3,71,72,67,72,47,63,69,70,61,68,76,73,61,60,66,72,68,73,73,60,69,77,72,63,65,70,55,50,68,68,73,73,50,40,42,7,16,12,9,13,0
jan hochscheidt,70,29,180,80,3,72,68,69,69,56,73,70,68,53,70,65,69,69,68,70,66,73,72,75,69,80,73,71,74,72,66,74,58,70,67,61,69,55,59,50,15,7,9,12,9,0
jonathan mensah,70,26,188,83,2,68,46,55,48,68,77,41,28,67,69,55,42,38,31,69,51,65,71,57,66,46,79,72,72,79,59,77,67,25,42,44,63,69,69,66,6,13,12,9,8,0
georgios tzavellas,70,29,183,86,2,67,62,67,62,67,77,74,53,62,67,63,57,81,75,71,69,68,67,56,67,71,77,75,70,77,73,85,71,43,49,64,67,66,67,67,12,14,6,14,9,0
anton tinnerholm,70,26,176,75,2,80,36,62,62,65,76,62,33,25,64,43,62,62,42,60,58,73,85,71,74,61,35,58,92,69,38,77,72,54,65,35,67,69,70,68,9,15,11,13,16,0
mehmet batdal,70,31,196,88,2,41,70,56,61,33,75,41,72,76,66,70,63,58,42,53,69,45,38,30,71,36,75,34,72,88,63,54,21,74,60,65,60,31,32,21,8,12,11,12,8,0
young wook kim,70,26,177,70,3,71,59,70,68,62,69,62,57,60,75,52,66,60,68,68,69,74,69,71,69,70,64,73,78,66,62,66,68,49,73,62,54,61,62,59,7,13,15,8,13,0
ermir lenjani,70,27,175,65,2,80,64,67,68,66,66,75,62,54,69,61,67,63,55,62,67,80,80,77,65,59,69,76,75,54,63,81,63,65,64,60,59,67,72,66,8,6,10,14,16,0
mathias wittek,70,28,193,88,2,62,43,39,43,69,76,33,34,69,46,28,41,33,33,45,39,54,69,52,69,43,66,59,63,87,43,70,67,28,32,52,67,68,72,71,16,16,12,9,8,0
abdoulaye bamba,70,27,182,68,3,79,39,62,60,66,72,62,28,61,67,49,52,58,49,63,65,80,79,81,67,65,50,74,80,71,53,63,64,22,57,38,60,64,68,70,14,13,8,7,8,0
samil cinaz,70,31,187,77,2,53,55,60,61,69,75,47,47,65,68,47,65,53,55,69,59,52,53,53,65,51,68,83,74,77,63,69,77,49,55,58,62,65,71,64,13,16,9,16,12,0
tobias kempe,70,28,184,77,3,75,67,67,72,33,69,74,61,50,67,62,73,80,73,61,73,73,77,71,63,65,76,61,80,71,71,53,30,59,61,73,67,30,34,30,14,13,13,13,12,0
ilie sanchez farres,70,26,180,77,2,60,47,66,69,65,72,54,39,65,78,38,66,51,49,71,72,62,59,73,75,73,49,79,77,68,57,73,71,53,63,67,71,62,64,67,6,16,16,12,11,0
miquel nelom,70,26,174,69,3,77,58,68,72,66,67,72,48,55,64,58,70,66,68,72,70,80,75,83,68,82,72,85,74,61,66,67,63,67,69,55,60,68,66,72,11,8,12,7,15,0
connor goldson,70,24,191,85,2,68,40,52,56,69,73,36,44,70,66,20,57,22,28,63,56,67,68,52,61,45,42,73,69,79,39,64,68,30,50,34,62,69,71,68,10,8,10,11,8,0
franco arizala,70,31,180,79,4,85,67,60,70,37,69,58,68,64,62,58,72,64,57,59,68,88,83,76,66,55,71,79,55,75,63,70,40,66,61,66,67,20,48,26,11,11,9,9,10,0
angel sepulveda,70,26,180,75,2,79,66,65,67,39,71,62,65,67,68,65,67,66,59,63,68,79,79,67,69,59,71,72,73,77,65,51,48,69,66,66,64,21,41,38,16,14,11,12,11,0
hiram mier,70,27,182,73,2,68,43,56,59,70,70,49,37,73,63,34,58,41,35,61,56,66,69,66,68,65,53,72,64,75,47,62,68,45,56,49,62,70,72,68,12,12,7,15,13,0
mustafa yumlu,70,29,191,77,2,42,37,45,47,69,79,22,32,76,62,32,43,22,24,59,51,48,37,46,62,40,56,68,69,86,30,79,69,26,37,44,63,66,69,67,6,13,15,10,7,0
sebastian neumann,70,26,188,80,2,52,27,45,49,70,73,38,20,66,56,21,44,32,31,40,57,50,54,39,66,52,48,59,57,84,22,70,69,22,45,40,67,69,72,70,7,12,8,9,7,0
sonny kittel,70,24,179,76,3,71,60,69,74,27,50,66,62,50,73,61,74,72,69,64,72,74,68,78,68,75,57,72,52,52,59,39,37,64,68,60,61,18,24,20,11,14,7,16,14,0
roly bonevacia,70,25,171,65,4,78,65,66,70,61,77,56,65,59,70,54,71,64,66,66,70,80,76,67,68,77,66,84,78,78,70,71,63,70,68,47,69,58,63,59,13,14,16,14,16,0
jonathan rivierez,70,28,181,82,2,69,26,56,54,71,80,63,17,70,64,23,48,43,36,53,61,71,67,57,62,64,46,74,83,79,25,79,68,31,47,35,58,70,73,73,16,15,13,8,15,0
tendayi darikwa,70,25,187,77,3,90,48,59,68,63,76,63,47,53,62,39,69,57,43,54,67,88,91,72,56,62,49,60,87,74,44,69,64,66,60,51,68,60,67,70,8,13,12,9,12,0
michal zyro,70,24,189,78,3,75,69,63,73,41,65,69,68,57,62,66,75,69,56,54,74,73,76,76,60,52,71,56,58,71,70,61,46,71,67,67,70,41,32,43,15,13,9,9,14,0
ibrahima conte,70,26,176,60,4,81,54,64,78,41,56,63,48,40,68,53,78,58,57,61,74,83,80,90,69,82,61,82,67,42,58,71,48,68,64,54,73,38,41,39,9,6,16,13,10,0
won il kim,70,30,185,77,2,63,35,47,38,72,71,58,33,69,48,33,26,40,34,31,35,60,65,79,66,64,34,88,66,74,40,66,72,33,52,43,55,73,73,67,11,9,15,15,15,0
bit garam yoon,70,27,178,75,4,75,71,73,70,63,73,68,73,54,74,64,71,74,75,71,69,73,76,72,68,73,72,66,80,72,67,70,68,72,75,63,56,63,69,47,8,11,11,11,6,0
soner aydogdu,70,26,180,72,3,67,64,70,74,58,59,64,58,61,72,64,76,79,75,68,75,66,68,67,65,69,70,63,65,62,69,44,57,64,68,70,65,60,62,40,14,10,15,13,6,0
tomas mejias osorio,70,28,195,84,1,0,0,0,0,0,0,13,4,13,27,6,9,20,12,34,28,62,58,61,60,51,36,60,32,68,20,23,23,13,33,31,20,13,12,15,69,71,73,68,70,60
cyrus christie,70,24,188,78,3,83,45,63,68,67,72,65,42,62,67,41,69,54,35,60,65,81,84,78,67,53,47,73,76,73,43,66,65,65,64,49,63,67,69,66,11,15,7,12,10,0
