,long_name,overall,age,height_cm,weight_kg,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
3012,abdou harroui,73,23,182,76,3,74,68,70,75,67,76,66,66,57,74,55,76,60,63,68,77,75,74,71,71,70,76,76,88,73,74,68,68,68,74,45,72,67,71,66,9,5,7,12,7,0
3013,eulanio angelo chipela gomes,73,27,177,69,3,86,62,64,74,67,73,66,62,56,66,58,72,69,46,59,72,85,86,85,72,81,70,79,84,69,56,68,67,68,64,44,67,69,68,65,14,12,13,13,10,0
3014,konstantinos mavropanos,73,23,194,89,2,77,33,49,49,74,78,45,30,70,60,30,43,32,37,51,54,69,83,52,68,36,45,66,63,86,26,80,75,30,37,42,55,72,76,73,12,11,11,10,7,0
3015,hidemasa morita,73,26,177,72,2,67,60,71,74,69,70,70,60,47,76,25,76,72,39,72,75,69,66,69,68,69,67,59,69,71,65,70,68,69,70,45,67,69,76,68,6,10,13,7,8,0
3016,francisco ortega,73,22,177,75,3,88,58,67,76,63,77,74,55,57,69,49,76,67,45,59,73,87,88,83,65,82,69,75,88,71,54,79,64,71,66,48,75,58,67,66,8,7,14,11,11,0
3017,curtis jones,73,20,185,75,4,67,65,70,76,63,70,63,63,50,75,55,77,66,47,72,78,69,66,74,71,70,71,57,81,66,68,70,65,67,73,60,77,64,66,58,6,13,7,11,7,0
3018,rayan ait nouri,73,20,179,70,2,75,42,63,73,70,51,73,40,62,69,36,75,64,42,56,74,75,75,73,67,76,43,57,65,38,41,65,69,58,55,40,58,68,74,72,15,11,8,14,12,0
3019,noam baumann,73,25,192,83,1,0,0,0,0,0,0,13,9,13,19,5,12,12,12,21,25,33,21,39,62,32,50,61,24,70,6,22,12,5,50,11,57,30,11,11,76,73,67,73,74,28
3020,alexandru cicaldau,73,23,178,76,3,67,69,73,73,62,72,69,66,50,74,57,70,73,75,72,73,66,68,81,70,81,74,81,90,62,73,74,65,70,73,73,71,61,67,60,5,8,14,10,14,0
3021,daniel gomez alcon,73,22,178,69,3,78,74,60,73,37,63,49,76,62,68,62,74,56,45,57,74,75,81,71,68,65,79,64,68,71,68,38,31,75,64,66,72,38,32,35,7,10,13,8,14,0
3022,armand lauriente,73,22,171,59,3,77,72,70,76,33,45,72,67,43,70,75,78,81,83,61,75,77,77,72,64,90,82,57,63,33,76,47,24,70,71,54,69,27,38,42,13,13,8,14,15,0
3023,albert vallci,73,25,191,82,2,78,57,60,56,71,82,62,48,77,64,32,58,63,69,55,54,77,79,56,67,44,71,78,89,81,66,75,70,63,52,63,60,66,73,73,8,11,8,14,7,0
3024,alejandro catena marugan,73,26,194,82,2,68,39,54,50,74,78,39,38,74,66,29,35,42,31,65,63,67,69,58,69,54,50,77,80,78,32,74,72,33,49,44,65,75,75,74,9,9,14,8,11,0
3025,enrique gallego puigsech,73,34,190,79,3,57,76,56,67,25,70,43,79,79,65,62,68,50,43,45,73,62,52,48,70,55,77,67,55,82,70,60,20,77,65,73,74,22,17,18,10,14,10,12,10,0
3026,fashion sakala,73,24,178,72,3,88,76,57,73,31,68,59,78,68,62,60,74,53,49,48,72,89,87,79,64,77,82,90,80,66,73,53,35,71,58,68,69,20,29,28,12,7,11,11,13,0
3027,bogdan lednev,73,23,173,70,4,74,72,72,74,53,53,65,68,47,73,70,75,80,81,72,72,77,71,79,69,77,76,53,65,46,77,54,40,72,75,67,64,54,61,58,9,13,12,14,12,0
3028,oihan sancet tirapu,73,21,188,72,4,71,71,67,76,51,55,55,72,71,75,69,75,60,41,68,80,69,72,78,73,58,70,53,59,60,72,40,59,77,72,66,72,40,53,46,15,11,6,15,7,0
3029,leandre tawamba,73,31,189,95,3,65,73,54,68,24,81,35,77,75,66,70,68,50,35,45,73,59,69,63,68,38,73,80,80,91,66,55,16,74,66,71,76,26,15,14,14,13,12,12,14,0
3030,yassine benrahou,73,22,170,68,4,73,67,72,78,41,54,69,64,46,73,59,78,75,72,67,77,73,73,88,69,88,72,51,62,55,70,42,31,69,75,62,70,41,43,47,10,13,8,11,14,0
3031,juan gabriel rodriguez,73,27,185,81,2,69,39,59,64,72,77,42,32,75,75,33,59,45,35,65,71,67,71,61,71,59,56,80,71,79,35,77,69,44,53,48,74,71,73,73,13,14,12,7,8,0
3032,denys popov,73,22,187,77,2,63,38,46,52,74,73,29,38,80,66,28,46,22,21,56,57,60,66,48,66,59,42,77,64,75,40,80,70,25,34,37,62,74,75,74,7,15,7,13,9,0
3033,florian kruger,73,22,186,81,3,86,72,55,72,22,70,47,77,61,64,64,72,47,34,46,74,88,85,70,72,68,73,65,72,72,61,63,14,76,61,63,65,22,15,23,10,9,6,7,8,0
3034,tomas franco tavares,73,20,187,77,4,79,47,61,74,70,71,70,42,57,66,38,75,67,37,52,74,78,79,74,73,59,56,66,72,71,46,70,72,71,53,48,76,69,74,69,15,8,13,9,9,0
3035,abdulkadir parmak,73,26,176,70,3,75,69,71,74,71,69,64,63,66,76,70,73,78,70,72,74,76,75,80,72,78,81,43,78,69,74,63,72,64,69,67,72,70,74,71,10,8,6,9,11,0
3036,kyogo furuhashi,73,26,170,63,3,82,74,68,76,41,63,67,75,64,69,73,75,72,64,70,73,79,84,86,74,84,72,69,86,49,74,70,36,77,67,70,69,31,47,41,8,7,8,13,14,0
3037,iddrisu baba,73,25,185,73,2,66,49,61,59,73,78,43,46,64,75,42,58,46,48,66,66,66,66,43,62,60,56,59,81,78,52,80,75,43,59,52,53,67,79,75,10,9,10,14,6,0
3038,igor diveev,73,21,193,85,2,63,34,58,57,75,70,34,27,72,73,30,56,32,57,73,63,62,63,42,69,41,53,71,63,77,29,62,75,36,52,35,69,75,76,74,14,14,9,11,6,0
3039,ibrahim traore,73,32,186,80,3,62,63,70,75,72,81,65,61,70,72,65,75,61,56,71,75,61,63,68,74,75,64,76,80,83,63,78,72,71,75,61,83,69,75,69,8,11,13,10,14,0
3040,harvey elliott,73,18,170,64,4,79,62,71,78,30,41,72,64,40,73,48,77,56,57,68,77,82,77,87,69,86,60,40,66,33,62,32,30,67,76,59,70,32,29,21,10,10,6,14,7,0
3041,hugo guillamon sammartin,73,21,178,62,2,61,36,63,60,75,68,49,29,73,76,35,53,48,33,70,70,63,59,57,72,67,49,76,69,66,35,70,74,30,62,62,58,76,75,74,13,11,13,13,13,0
3042,yari verschaeren,73,19,172,63,4,71,67,72,77,44,47,68,67,39,77,62,75,75,68,70,77,74,69,89,66,85,67,71,64,38,72,43,47,63,70,63,71,41,48,35,15,6,12,10,7,0
3043,luca orellano,73,21,177,66,3,90,70,61,78,33,59,65,67,49,67,59,78,58,48,55,77,92,89,90,62,89,80,69,74,56,73,47,27,66,55,52,70,29,35,39,10,13,7,13,11,0
3044,sekou koita,73,21,173,67,3,91,74,62,76,35,72,63,75,59,67,73,75,70,58,52,73,92,91,90,72,89,75,87,72,70,74,73,32,73,58,71,71,30,37,27,8,11,11,8,7,0
3045,mohamed camara,73,21,169,65,3,81,56,65,74,69,75,53,51,51,72,49,71,62,51,68,72,82,81,86,76,91,66,75,83,69,58,79,72,62,67,54,73,67,74,69,7,5,5,8,11,0
3046,enzo diaz,73,25,175,74,2,71,48,68,71,71,74,69,38,63,71,49,71,49,36,67,70,69,73,73,71,72,63,69,77,71,52,79,69,71,73,47,73,69,77,73,10,14,12,7,15,0
3047,odilon kossounou,73,20,191,79,2,75,32,58,65,73,78,58,26,74,66,28,65,23,23,66,68,66,83,63,65,56,52,74,76,80,24,74,71,35,55,32,62,72,74,72,5,8,6,10,6,0
3048,robert rojas,73,25,176,75,2,79,53,60,63,73,75,62,49,79,66,45,59,33,32,60,64,78,80,71,69,70,68,90,75,75,47,72,70,61,59,55,72,74,73,71,15,11,13,12,6,0
3049,boubakar kouyate,73,24,192,78,2,62,37,50,58,73,77,46,23,82,63,28,56,44,28,54,61,69,56,61,63,42,67,89,71,82,41,70,70,30,35,34,59,70,75,73,13,7,8,6,10,0
3050,joel kayamba,73,29,170,67,4,87,65,67,77,30,54,73,64,54,69,61,77,65,53,65,75,87,87,90,69,86,65,66,71,44,66,54,28,66,65,64,65,25,29,26,11,13,13,5,7,0
3051,enzo fernandez,73,20,180,77,2,72,60,73,73,70,74,66,54,52,79,58,72,71,67,72,74,71,73,75,73,73,69,63,79,69,61,82,70,67,74,64,78,70,76,74,8,6,7,8,10,0
3052,alex vigo,73,22,175,74,2,83,51,65,73,68,69,68,48,58,67,41,76,65,40,69,70,84,83,80,66,72,59,57,80,64,49,70,67,67,63,42,57,66,73,71,5,6,14,14,13,0
3053,antonio silva,73,21,168,57,3,84,65,69,77,59,49,64,65,43,74,53,76,40,39,77,76,85,83,90,74,72,65,53,71,45,68,30,64,75,74,47,75,67,54,52,13,11,14,11,14,0
3054,agustin palavecino,73,24,179,74,4,74,65,74,74,56,63,69,61,51,77,57,73,72,58,77,75,77,71,83,69,75,72,57,69,64,67,56,59,70,78,60,71,53,60,54,11,15,14,11,9,0
3055,nico schlotterbeck,73,21,191,86,2,69,29,47,53,75,75,29,21,71,59,29,47,36,35,54,58,62,75,53,73,52,51,67,68,82,26,68,75,25,42,38,59,76,77,74,8,10,8,14,13,0
3056,michael olise,73,19,184,68,4,78,64,74,77,50,54,70,61,36,75,53,74,73,65,74,77,80,77,91,69,87,74,51,69,41,64,66,48,65,77,67,69,52,56,46,9,11,9,10,10,0
3057,gustavo enrique assuncao da silva,73,21,178,68,3,66,58,64,74,69,71,50,54,54,72,56,72,58,63,69,75,68,65,76,76,75,70,70,87,64,60,71,69,56,64,42,78,70,71,70,6,7,10,7,13,0
3058,mateu jaume morey bauza,73,21,173,67,3,75,46,67,76,68,62,71,49,41,75,39,75,63,40,64,75,81,70,84,72,86,51,64,68,53,32,75,75,62,59,38,63,69,69,73,6,13,7,7,5,0
3059,berat ozdemir,73,23,187,76,2,69,61,69,70,72,70,62,54,68,75,44,68,65,49,74,73,71,68,71,73,69,72,70,80,71,69,55,75,68,66,49,73,73,73,66,13,15,9,8,7,0
3060,ezequiel piovi,73,28,171,70,3,73,60,69,69,70,70,59,57,49,73,55,66,69,59,71,68,76,71,80,67,84,69,68,78,66,63,69,76,60,72,53,71,69,73,70,14,14,9,13,12,0
3061,rayan cherki,73,17,176,71,5,72,67,68,81,21,58,70,64,28,69,57,84,77,72,59,79,75,70,84,67,83,76,34,55,63,66,57,22,69,68,61,73,19,23,15,7,14,6,8,8,0
3062,david mota teixeira carmo,73,21,196,89,2,38,28,44,44,75,79,29,23,73,59,28,35,33,25,50,54,35,40,35,73,32,42,32,63,92,23,79,72,22,36,38,70,75,78,73,10,7,9,14,15,0
3063,jobson de brito gonzaga,73,27,184,71,2,75,30,50,58,74,72,40,26,69,66,28,51,33,35,63,62,73,76,62,72,63,48,83,74,70,20,73,74,25,28,47,64,75,76,74,13,5,11,6,12,0
3064,randy nteka,73,23,189,75,3,75,72,65,73,58,82,56,71,71,72,64,72,57,44,65,74,77,74,78,68,77,77,80,79,86,70,77,63,72,69,73,69,41,65,64,5,6,14,11,15,0
3065,brian brobbey,73,19,180,78,3,83,71,54,68,30,81,35,75,69,69,58,64,49,39,53,72,81,85,59,67,84,72,89,66,92,63,69,26,74,52,66,74,28,23,24,10,11,15,8,13,0
3066,paulo victor da silva,73,26,178,71,2,85,64,67,71,66,68,70,61,55,70,57,70,65,43,65,69,84,86,82,68,77,73,68,87,62,66,58,65,70,66,45,63,67,69,66,9,8,5,5,11,0
3067,adonis frias,73,23,180,77,2,69,34,59,66,73,76,36,28,70,74,30,64,36,40,67,66,66,72,68,71,62,47,74,73,76,27,79,75,46,59,53,74,72,73,74,10,12,12,12,13,0
3068,flavius daniliuc,73,20,188,80,2,60,42,61,61,73,74,51,39,77,71,33,59,51,30,68,66,53,66,48,71,50,56,63,66,81,38,71,71,49,58,31,72,73,75,69,14,11,7,6,7,0
3069,fco javier hidalgo gomez,73,27,178,72,2,84,50,64,71,67,72,71,48,63,69,41,71,65,45,58,70,83,85,74,68,75,55,63,81,72,49,63,70,66,59,53,70,66,68,68,16,19,18,18,13,0
3070,alan velasco,73,18,167,63,4,79,66,66,80,52,54,64,64,57,70,59,79,75,49,61,77,82,77,90,73,84,70,64,65,43,71,67,49,71,69,49,81,45,57,55,8,7,12,10,7,0
3071,manuel sanchez de la pena,73,20,171,66,3,71,44,62,68,71,62,68,42,62,70,36,66,52,34,53,72,72,70,68,68,64,50,62,74,54,41,65,72,56,57,38,62,67,75,73,6,6,10,12,6,0
3072,fernando nino rodriguez,73,20,190,78,3,67,74,59,68,35,69,52,78,74,73,68,67,54,37,53,70,68,67,68,74,61,74,73,70,74,70,52,31,76,55,65,57,30,31,28,11,10,8,8,14,0
3073,leonardo fernandez,73,22,166,66,4,74,72,72,74,41,63,70,71,40,73,55,75,68,74,70,75,74,74,76,64,80,76,50,68,65,77,57,31,72,76,70,67,43,45,45,12,8,14,7,14,0
3074,jeremie frimpong,73,20,171,63,3,91,50,65,77,64,68,73,51,46,69,38,77,65,47,54,75,92,91,90,67,90,51,71,78,62,47,70,58,62,61,39,67,65,71,70,12,7,8,13,14,0
3075,brian ocampo,73,22,174,68,4,82,67,71,78,49,62,80,62,49,68,62,85,78,74,68,73,84,80,77,61,79,75,56,68,59,73,65,66,67,65,61,71,42,43,51,7,14,9,9,14,0
3076,arnaud kalimuendo,73,19,175,78,3,82,72,52,74,29,65,47,74,70,58,71,74,57,39,40,73,82,82,75,69,81,72,59,60,71,71,60,23,74,58,62,69,32,21,17,9,12,9,14,8,0
3077,byron castillo,73,22,171,60,3,82,48,62,62,68,66,70,50,67,67,35,53,41,35,55,69,80,83,74,65,89,50,66,90,59,42,52,67,59,60,40,55,69,70,64,6,12,9,10,6,0
3078,ercan kara,73,25,192,89,2,75,75,51,61,28,85,32,75,76,63,69,59,63,62,35,66,69,79,61,69,33,80,66,84,92,73,72,17,71,56,69,70,22,27,21,8,9,15,11,9,0
3079,yvann macon,73,22,176,74,2,86,50,62,72,67,69,68,44,61,67,33,73,63,41,53,72,86,86,74,69,72,67,61,76,66,50,70,67,64,59,45,68,66,70,70,6,15,7,11,8,0
3080,kaoru mitoma,73,24,178,71,4,78,69,67,77,49,62,57,73,42,76,65,78,65,58,61,76,80,76,84,74,67,63,65,68,60,68,58,53,70,70,58,73,54,46,44,10,13,10,14,9,0
3081,f evanilson de lima barbosa,73,21,183,80,2,72,75,58,69,25,63,32,78,75,72,69,72,67,40,59,71,73,71,63,60,62,75,64,68,73,71,29,16,79,59,69,67,22,20,19,13,11,6,14,7,0
3082,alassane ndao,73,24,176,68,4,82,65,67,74,31,47,72,70,45,72,56,76,50,44,66,72,83,81,79,70,79,70,38,67,46,48,28,25,70,65,62,53,32,27,35,8,12,9,10,11,0
3083,kristijan jakic,73,24,181,78,2,75,57,63,67,70,82,51,44,69,70,56,64,41,39,72,72,76,74,62,71,72,79,64,86,81,68,83,70,53,65,49,65,69,72,70,10,10,5,9,10,0
3084,ivo grbic,73,25,195,93,1,0,0,0,0,0,0,14,9,11,33,8,15,20,13,30,21,31,23,24,69,24,53,38,25,59,7,26,12,9,35,19,30,11,13,12,70,72,70,71,75,28
3085,jon morcillo conesa,73,22,183,72,4,76,74,71,75,37,59,78,75,63,77,62,77,71,69,60,74,77,76,80,60,73,76,68,63,63,75,43,30,63,62,75,69,28,42,34,12,10,14,11,12,0
3086,devyne rensch,73,18,179,68,3,80,55,64,71,70,69,61,58,65,72,42,71,48,38,65,72,79,81,74,69,71,56,77,70,67,50,72,69,69,64,42,68,72,70,72,10,8,9,13,7,0
3087,ilaix moriba,73,18,185,73,4,72,70,64,73,64,65,40,74,59,76,48,76,46,47,75,74,70,73,70,71,59,73,59,75,64,72,58,66,67,68,48,70,59,70,64,9,14,15,10,12,0
3088,yeremi jesus santos pino,73,18,172,60,3,71,66,70,73,31,46,69,70,46,72,62,75,67,60,68,73,73,70,73,68,77,63,38,70,32,64,51,29,70,74,47,56,31,28,28,9,7,14,6,9,0
3089,abdallah sima,73,20,188,74,2,88,74,63,69,41,73,65,76,76,65,74,69,61,51,55,70,86,89,70,73,61,74,78,86,70,73,65,35,77,68,61,72,38,38,40,9,8,8,7,12,0
3090,jaloliddin masharipov,73,27,172,64,3,80,64,70,78,40,56,71,62,48,70,68,80,76,60,66,76,82,78,82,57,84,64,62,77,48,67,50,30,67,72,64,72,49,38,34,15,5,5,7,5,0
3091,jakub pesek,73,28,174,63,2,90,63,68,74,28,49,75,65,44,67,54,73,61,65,62,73,90,90,88,67,84,60,65,75,38,63,41,25,66,68,60,64,30,23,24,12,9,7,14,8,0
3092,amir sayoud,73,30,171,69,3,73,69,74,74,32,59,74,70,58,76,63,77,68,74,70,75,74,73,72,65,65,69,60,66,58,72,53,27,66,73,64,62,33,27,28,8,13,12,10,10,0
3093,soufiane rahimi,73,25,181,76,3,85,74,67,71,38,64,65,76,61,72,73,74,68,66,51,67,87,84,75,65,76,70,65,79,62,74,49,41,73,73,67,68,35,34,30,8,9,5,8,14,0
3094,hasan ali kaldirim,72,31,183,75,2,70,54,65,68,71,73,68,42,60,69,42,68,74,49,67,69,70,70,66,64,73,72,62,82,69,66,73,70,65,57,40,69,74,72,71,7,10,10,16,6,0
3095,jimmy briand,72,35,181,84,3,59,71,71,71,46,70,70,72,73,75,71,71,68,65,67,71,55,63,66,75,66,72,75,62,74,68,70,42,75,72,72,75,42,46,40,12,6,7,6,10,0
3096,jeremy morel,72,37,172,71,2,50,44,60,57,74,71,56,36,75,65,40,51,57,50,64,58,44,54,55,67,77,62,84,60,71,41,82,75,50,56,53,72,76,70,72,12,8,11,11,11,0
3097,enrique bologna,72,39,189,87,1,0,0,0,0,0,0,21,13,10,34,10,13,16,18,21,32,44,40,41,70,47,53,67,33,73,15,25,17,15,53,25,65,12,22,17,73,67,71,71,73,42
3098,gokhan gonul,72,36,175,75,3,71,63,69,72,72,69,68,58,74,71,57,72,65,48,70,70,70,72,73,67,78,70,80,73,64,65,75,72,72,71,67,74,70,75,66,8,13,10,13,10,0
3099,muhammet demir,72,29,180,72,3,72,74,69,71,37,67,64,71,71,72,75,69,78,73,63,73,74,71,76,69,78,79,78,66,67,74,65,32,73,70,71,70,39,35,17,14,10,12,16,6,0
3100,oscar wendt,72,35,181,82,3,60,62,72,68,71,68,75,56,66,73,50,66,74,60,69,70,62,59,66,75,70,71,69,69,67,64,68,72,71,70,65,73,72,71,71,9,12,10,13,11,0
3101,alex cordaz,72,38,188,83,1,0,0,0,0,0,0,12,10,16,12,10,18,10,15,17,20,25,27,28,72,29,47,32,16,54,15,22,7,8,34,16,69,12,10,10,67,71,62,72,74,26
3102,dario cvitanich,72,37,177,70,3,56,70,66,72,37,67,62,71,72,75,65,67,56,54,58,77,58,55,69,81,76,70,74,54,74,67,64,33,80,68,63,83,30,35,37,15,12,15,12,11,0
3103,bartosz bialkowski,72,33,194,86,1,0,0,0,0,0,0,11,13,12,33,12,14,11,12,32,18,42,40,44,70,49,50,66,39,69,11,27,19,10,47,17,61,9,15,14,67,72,67,75,71,41
3104,michael bradley,72,33,188,79,2,47,60,72,69,67,73,70,54,58,76,69,70,74,63,76,73,47,47,50,68,66,72,29,81,74,62,71,67,54,68,58,74,68,68,66,7,14,16,16,16,0
3105,cristian lucchetti,72,43,182,74,1,0,0,0,0,0,0,23,13,23,34,18,24,27,30,32,35,40,45,44,71,45,58,62,35,55,16,45,17,16,51,54,41,21,22,13,73,70,77,69,70,42
3106,christian gentner,72,35,189,81,2,34,73,72,66,73,72,68,69,78,75,73,67,70,55,74,71,33,35,49,68,48,80,61,65,77,75,73,71,74,75,64,73,70,76,75,15,11,16,7,8,0
3107,billy sharp,72,35,175,70,2,56,74,62,65,39,67,61,79,76,66,74,58,65,55,53,71,60,52,64,77,71,72,55,53,72,64,75,33,80,65,75,82,39,34,28,7,8,11,11,8,0
3108,sebastian larsson,72,36,178,70,3,51,69,77,67,68,71,80,62,65,77,73,63,84,82,75,72,51,51,63,75,72,77,72,83,62,73,80,71,66,70,75,74,71,66,60,7,11,14,14,8,0
3109,claudiu keseru,72,34,179,80,3,71,74,66,70,41,72,65,74,67,66,70,68,73,75,60,70,73,70,75,65,77,79,70,68,76,71,69,40,77,69,74,70,35,39,38,14,10,12,8,12,0
3110,oscar ustari,72,34,183,76,1,0,0,0,0,0,0,15,14,14,23,13,13,14,15,22,26,36,35,40,62,44,53,55,27,66,14,38,28,15,59,18,51,29,12,13,68,74,70,73,72,36
3111,jorge torres nilo,72,33,182,76,2,66,46,60,65,68,88,63,34,70,62,52,64,71,51,61,65,64,68,69,67,54,59,80,83,91,50,87,67,53,50,63,70,64,70,71,9,16,10,10,13,0
3112,emiliano viviano,72,35,195,90,1,0,0,0,0,0,0,12,17,13,36,13,18,14,16,37,22,30,43,45,67,40,52,70,33,65,18,18,10,10,60,21,64,27,10,12,70,72,69,74,72,35
3113,scott sinclair,72,32,178,70,4,81,73,65,75,41,63,63,74,60,72,68,73,73,62,49,74,82,80,87,72,80,75,32,73,67,68,47,40,76,64,80,77,46,33,28,13,11,10,13,15,0
3114,shane long,72,34,178,70,3,81,69,61,72,36,67,72,68,76,64,67,74,54,37,49,71,83,80,69,74,72,73,92,58,64,64,80,42,76,63,72,67,31,27,24,11,13,10,11,10,0
3115,mario suarez mata,72,34,188,80,2,41,65,70,64,68,75,64,60,68,73,43,60,66,70,72,73,34,47,57,70,43,79,58,64,82,68,74,70,64,71,59,74,64,71,70,9,13,16,12,11,0
3116,jorge andujar moreno,72,34,177,74,3,60,66,67,68,73,65,74,66,83,71,56,66,70,46,63,73,63,58,64,67,62,74,80,59,62,60,75,73,69,60,71,66,74,70,70,10,9,13,6,16,0
3117,jonas lossl,72,32,195,89,1,0,0,0,0,0,0,14,12,17,33,11,15,14,13,67,20,29,34,32,64,30,51,51,35,70,15,17,20,10,57,12,56,20,13,15,73,72,68,70,72,31
3118,jose angel crespo rincon,72,34,185,78,2,68,40,66,61,72,75,68,32,62,70,33,54,60,27,69,68,69,68,63,72,65,55,71,76,74,40,78,74,57,64,41,69,73,73,73,13,5,11,5,11,0
3119,winston reid,72,32,190,87,2,40,51,45,41,73,68,28,46,77,55,30,34,33,38,50,43,38,41,49,71,39,69,71,34,81,53,78,73,42,44,55,55,70,74,74,13,15,9,10,12,0
3120,adrian ramos,72,35,186,78,3,69,72,64,68,42,72,67,70,74,66,70,64,67,48,57,71,68,70,67,70,67,80,88,69,75,68,62,43,78,67,73,78,44,33,28,9,14,13,14,6,0
3121,regis gurtner,72,34,182,82,1,0,0,0,0,0,0,10,9,10,29,10,10,9,10,30,28,39,46,32,74,32,53,68,38,68,8,35,13,6,27,24,59,10,12,13,70,69,71,70,72,42
3122,adrian gabbarini,72,35,184,83,1,0,0,0,0,0,0,16,20,18,22,17,10,19,14,24,20,44,47,52,67,54,49,67,32,57,15,23,26,12,25,14,29,20,15,18,69,70,65,74,74,45
3123,gustav svensson,72,34,184,77,3,36,45,61,63,69,81,49,34,65,68,45,64,55,33,68,66,39,34,47,70,59,66,74,85,80,47,80,68,50,64,45,70,67,73,72,15,12,11,16,6,0
3124,mario vrancic,72,32,187,78,3,50,70,75,72,58,69,69,66,52,76,71,70,77,79,75,76,53,47,71,72,65,76,53,70,72,75,65,59,68,78,55,73,55,65,47,12,8,8,12,6,0
3125,lucas deaux,72,32,188,82,2,44,54,65,64,71,81,59,51,68,71,32,62,52,41,69,69,34,53,58,68,48,66,73,80,83,54,77,68,63,65,48,70,70,74,70,7,11,9,12,9,0
3126,fernando lopes dos santos varela,72,33,183,83,2,63,44,54,59,71,81,59,43,74,56,38,55,51,47,51,61,65,62,58,68,72,45,80,72,87,42,78,70,44,52,54,68,71,69,71,6,9,13,12,13,0
3127,fernando forestieri,72,31,172,67,4,75,71,69,75,48,64,66,70,59,73,71,74,70,65,61,75,79,71,84,66,85,73,84,59,62,70,71,42,71,73,67,73,50,49,36,6,6,7,12,8,0
3128,rouwen hennings,72,33,180,80,3,58,78,61,66,40,75,60,79,72,63,71,64,70,68,57,68,60,57,60,72,67,82,72,72,76,76,75,36,74,58,79,69,38,35,34,15,10,12,12,14,0
3129,ola kamara,72,31,184,81,3,73,72,58,70,33,79,54,72,69,62,77,69,61,52,48,70,70,76,73,73,69,74,86,80,81,68,69,34,74,63,71,72,39,20,19,7,10,12,12,6,0
3130,mario gavranovic,72,31,175,76,3,62,72,59,71,38,64,50,75,78,65,73,68,56,55,56,74,65,60,78,65,83,78,85,61,67,58,56,43,75,61,76,65,25,39,24,14,12,7,14,13,0
3131,craig cathcart,72,32,190,83,2,35,37,55,53,74,71,39,29,76,67,30,47,39,39,64,58,34,35,50,72,50,56,67,57,77,41,73,73,33,52,28,71,77,73,72,8,6,12,9,13,0
3132,fernando h boldrin,72,32,180,75,4,66,69,70,71,59,64,63,69,60,73,65,72,65,74,72,74,69,64,68,69,65,68,52,59,65,71,70,62,73,72,66,66,59,57,54,13,13,11,15,10,0
3133,larrys mabiala,72,33,189,84,2,43,44,51,51,72,84,40,40,80,56,33,51,48,37,54,56,42,44,30,65,32,48,71,79,89,50,83,71,27,55,58,58,70,71,71,11,12,12,13,7,0
3134,alexandru epureanu,72,34,189,80,2,35,53,54,56,74,76,39,53,78,67,62,56,39,52,69,61,34,35,32,67,34,64,61,67,84,41,73,71,53,41,51,76,73,76,71,12,12,12,8,7,0
3135,anthony modeste,72,33,187,84,3,62,72,63,69,35,77,62,72,78,67,75,69,66,56,55,70,60,63,65,76,62,73,85,58,86,70,75,15,73,62,78,74,42,31,19,10,11,11,6,8,0
3136,ruben tiago rodrigues ribeiro,72,33,175,67,4,70,69,74,79,64,66,72,62,61,75,72,80,82,73,74,79,72,68,78,68,81,79,68,67,62,72,73,64,65,74,71,83,67,63,58,14,13,8,16,6,0
3137,walter gargano,72,36,168,65,2,67,52,63,65,69,71,40,42,44,74,48,55,52,59,69,73,72,62,75,60,80,70,81,74,65,52,80,72,60,65,59,75,65,76,78,9,5,11,6,6,0
3138,paulo vinicius de souza nascimento,72,36,186,85,2,39,52,55,53,72,82,47,49,72,60,55,49,53,50,59,53,47,33,57,69,48,62,90,69,88,55,79,71,39,53,46,70,70,73,72,16,6,16,15,16,0
3139,adil rami,72,35,190,90,2,46,48,53,58,71,77,36,45,71,63,39,56,43,55,66,60,39,51,50,70,53,70,70,56,88,41,77,71,24,44,48,73,72,71,70,5,3,5,5,3,0
3140,fabian frei,72,32,183,80,3,57,70,71,69,69,74,70,68,67,72,71,69,70,67,72,72,54,60,59,67,63,74,68,82,74,70,63,72,68,69,66,74,70,67,65,12,15,8,11,14,0
3141,mathias jorgensen,72,31,191,85,2,52,39,57,54,72,79,47,34,71,65,40,46,35,26,62,60,53,52,60,67,59,62,72,67,83,30,84,70,43,62,27,67,71,75,70,16,9,9,14,13,0
3142,robert tesche,72,34,182,78,2,58,67,68,68,71,71,66,64,70,71,69,66,69,62,68,71,61,55,65,71,73,71,81,74,70,71,68,73,68,66,62,70,70,72,68,6,15,14,15,6,0
3143,ryan bennett,72,31,188,78,2,38,25,46,36,74,71,27,20,73,65,16,24,22,25,65,48,36,39,30,66,34,43,73,51,77,22,81,72,22,31,28,54,74,75,74,6,16,12,8,12,0
